11:$43D2	item	ちのめぐみのまきもの	Earth Scroll
11:$43DE	item	メッキのまきもの	Plating Scroll
11:$43E7	item	すいだしのまきもの	Extract Scroll
11:$43F2	item	ひろえずのまきもの	No-Pickup Scroll
11:$43FD	item	コロコロのまきもの	Rolling Scroll
11:$4407	item	しんきまきもの1	New Scroll 1
11:$4410	item	しんきまきもの2	New Scroll 2
			
# ---------------------------------------------------------------- staffs			
11:$4419	item	ふういんのつえ	Sealing Staff
11:$4421	item	ふきとばしのつえ	Blowback Staff
11:$442B	item	しあわせのつえ	Happy Staff
11:$4433	item	ふこうのつえ	Unlucky Staff
11:$443A	item	みがわりのつえ	Decoy Staff
11:$4443	item	ばしょがえのつえ	Swap Staff
11:$444E	item	しんきつえ2	New Staff 2
11:$4455	item	まどうのつえ	Sorcery Staff
11:$445D	item	かなしばりのつえ	Paralysis Staff
11:$4467	item	いちじしのぎのつえ	Stopgap Staff
11:$4473	item	いたみわけのつえ	Pain Split Staff
11:$447C	item	しんきつえ1	New Staff 1
			
# ---------------------------------------------------------------- pots			
11:$4483	item	ほぞんのツボ	Storage Pot
11:$448C	item	やりすごしのツボ	Hiding Pot
11:$4497	item	ぶんれつのツボ	Dividing Pot
11:$44A1	item	きょうかのツボ	Upgrade Pot
11:$44AA	item	しきべつのツボ	ID Pot
11:$44B4	item	せなかのツボ	Back Pot
11:$44BC	item	そうこのツボ	Warehouse Pot
11:$44C4	item	じゃくかのツボ	Weakening Pot
11:$44CE	item	そこぬけのツボ	Bottomless Pot
11:$44D7	item	まもののルツボ	Monster Pot
11:$44E0	item	へんげのツボ	Change Pot
11:$44E9	item	ごうせいのツボ	Fusion Pot
11:$44F3	item	トドのツボ	Todo Pot
11:$44FB	item	しんきツボ1	New Pot 1
			
# ---------------------------------------------------------------- treasures and other			
11:$4503	item	おうごんのはね	Golden Feather
11:$450C	item	しあわせのはこ	Happy Box
11:$4514	item	きみょうなはこ	Strange Box
11:$451C	item	イェンダー1	Yendor Amulet 1
11:$4524	item	イェンダー2	Yendor Amulet 2
11:$452C	item	ギタン	Gitan
11:$4531	item	かさタヌキ	Kasa Tanuki
			
# ================================================================ APPEARANCE NAMES			
"# Unidentified items are named by how they look. Mechanical, and the only rule that"			
# matters is that the category noun matches the identified item's.			
			
# ---- bracers by gem			
11:$4673	appearance	ダイヤのうでわ	Diamond Bracer
11:$467D	appearance	パールのうでわ	Pearl Bracer
11:$4687	appearance	ルビーのうでわ	Ruby Bracer
11:$4691	appearance	サファイアのうでわ	Sapphire Bracer
11:$469C	appearance	サンゴのうでわ	Coral Bracer
11:$46A6	appearance	エメラルドのうでわ	Emerald Bracer
11:$46B2	appearance	アメジストのうでわ	Amethyst Bracer
11:$46BE	appearance	オパールのうでわ	Opal Bracer
11:$46C9	appearance	ヒスイのうでわ	Jade Bracer
11:$46D2	appearance	コハクのうでわ	Amber Bracer
11:$46DB	appearance	トパーズのうでわ	Topaz Bracer
11:$46E7	appearance	メノウのうでわ	Agate Bracer
11:$46F0	appearance	クリスタルのうでわ	Crystal Bracer
11:$46FB	appearance	ガーネットのうでわ	Garnet Bracer
11:$4707	appearance	アクアマリンのうでわ	Aqua Bracer
11:$4713	appearance	ガラスのうでわ	Glass Bracer
11:$471D	appearance	プラチナのうでわ	Platinum Bracer
			
# ---- herbs by colour			
11:$472C	appearance	あかいくさ	Red Herb
11:$4732	appearance	あおいくさ	Blue Herb
11:$4738	appearance	きいろいくさ	Yellow Herb
11:$473F	appearance	みどりのくさ	Green Herb
11:$4747	appearance	しろいくさ	White Herb
11:$474D	appearance	くろいくさ	Black Herb
11:$4753	appearance	つちいろのくさ	Umber Herb
11:$475B	appearance	かっしょくのくさ	Russet Herb
11:$4764	appearance	むらさきのくさ	Purple Herb
11:$476C	appearance	ちゃいろのくさ	Brown Herb
11:$4774	appearance	はいいろのくさ	Gray Herb
11:$477C	appearance	みずいろのくさ	Aqua Herb
11:$4785	appearance	しゅいろのくさ	Scarlet Herb
11:$478D	appearance	こんいろのくさ	Navy Herb
11:$4795	appearance	ピンクいろのくさ	Pink Herb
11:$479F	appearance	オレンジいろのくさ	Orange Herb
11:$47AA	appearance	はだいろのくさ	Peach Herb
11:$47B3	appearance	クリームいろのくさ	Cream Herb
11:$47BD	appearance	ベージュのくさ	Beige Herb
11:$47C7	appearance	こげちゃいろのくさ	Sepia Herb
11:$47D2	appearance	レモンいろのくさ	Lemon Herb
11:$47DB	appearance	バラいろのくさ	Rose Herb
11:$47E4	appearance	こがねいろのくさ	Golden Herb
11:$47EE	appearance	おうどいろのくさ	Ochre Herb
			
# ---- scrolls by picture			
11:$47F8	appearance	ネズミのえのまきもの	Mouse Scroll
11:$4804	appearance	ウシのえのまきもの	Cow Scroll
11:$480E	appearance	トラのえのまきもの	Tiger Scroll
11:$4818	appearance	ウサギのえのまきもの	Rabbit Scroll
11:$4824	appearance	リュウのえのまきもの	Dragon Scroll
11:$482F	appearance	ヘビのえのまきもの	Snake Scroll
11:$483A	appearance	ウマのえのまきもの	Horse Scroll
11:$4844	appearance	ヒツジのえのまきもの	Sheep Scroll
11:$4850	appearance	サルのえのまきもの	Monkey Scroll
11:$485A	appearance	ニワトリのえのまきもの	Rooster Scroll
11:$4866	appearance	イヌのえのまきもの	Dog Scroll
11:$4870	appearance	イノシシのえのまきもの	Boar Scroll
11:$487C	appearance	ネコのえのまきもの	Cat Scroll
11:$4886	appearance	シカのえのまきもの	Deer Scroll
11:$4890	appearance	カエルのえのまきもの	Frog Scroll
11:$489B	appearance	トカゲのえのまきもの	Lizard Scroll
11:$48A7	appearance	ゾウのえのまきもの	Elephant Scroll
11:$48B2	appearance	キリンのえのまきもの	Giraffe Scroll
11:$48BD	appearance	クマのえのまきもの	Bear Scroll
11:$48C7	appearance	カメのえのまきもの	Turtle Scroll
11:$48D1	appearance	ツルのえのまきもの	Crane Scroll
11:$48DB	appearance	スズメのえのまきもの	Sparrow Scroll
11:$48E7	appearance	ライオンのえのまきもの	Lion Scroll
11:$48F3	appearance	サイのえのまきもの	Rhino Scroll
11:$48FD	appearance	コンドルのえのまきもの	Condor Scroll
11:$490A	appearance	ワニのえのまきもの	Gator Scroll
11:$4914	appearance	キツネのえのまきもの	Fox Scroll
			
# ---- staffs by wood			
11:$491F	appearance	さくらのつえ	Cherry Staff
11:$4926	appearance	うめのつえ	Plum Staff
11:$492C	appearance	まつのつえ	Pine Staff
11:$4932	appearance	たけのつえ	Bamboo Staff
11:$4938	appearance	すぎのつえ	Cedar Staff
11:$493F	appearance	やなぎのつえ	Willow Staff
11:$4947	appearance	くりのつえ	Chestnut Staff
11:$494D	appearance	きんのつえ	Gold Staff
11:$4953	appearance	ぎんのつえ	Silver Staff
11:$495A	appearance	どうのつえ	Copper Staff
11:$4961	appearance	てつのつえ	Iron Staff
11:$4967	appearance	いしのつえ	Stone Staff
			
# ---- pots by shape			
11:$496D	appearance	ほそいツボ	Thin Pot
11:$4974	appearance	まるいツボ	Round Pot
11:$497B	appearance	しかくいツボ	Square Pot
11:$4983	appearance	さんかくのツボ	Triangle Pot
11:$498C	appearance	でこぼこのツボ	Bumpy Pot
11:$4997	appearance	ふといツボ	Fat Pot
11:$499E	appearance	ほしがたのツボ	Star Pot
11:$49A8	appearance	たまごがたのツボ	Egg Pot
11:$49B4	appearance	あさいツボ	Shallow Pot
11:$49BB	appearance	ふかいツボ	Deep Pot
11:$49C2	appearance	ゆがんだツボ	Warped Pot
11:$49CC	appearance	くびれたツボ	Pinched Pot
11:$49D5	appearance	みかづきがたのツボ	Crescent Pot
11:$49E2	appearance	ひしがたのツボ	Diamond Pot
			
# ================================================================ MONSTERS — tier 1			
11:$4B2C	monster	マムル	Mamel
11:$4B30	monster	しのつかい	Death Envoy
11:$4B36	monster	ギャザー	Gazer
11:$4B3D	monster	ボウヤー	Bowyer
11:$4B43	monster	ガマラ	Gamara
11:$4B48	monster	デブータ	Debuta
11:$4B4F	monster	きりせんにん	Mist Hermit
11:$4B56	monster	ミドロ	Midoro
11:$4B5B	monster	ぬすっトド	Thief Todo
11:$4B62	monster	くねくねハニー	Wriggle Honey
11:$4B6A	monster	エーテルもどき	Ether Mimic
11:$4B73	monster	アイアンヘッド	Iron Head
11:$4B7C	monster	おばけダイコン	Ghost Radish
11:$4B86	monster	すすりムシ	Sipper Bug
11:$4B8C	monster	セルアーマー	Cell Armor
11:$4B93	monster	タウロス	Tauros
11:$4B98	monster	いやしウサギ	Healer Rabbit
11:$4BA0	monster	きめんむしゃ	Masked Warrior
11:$4BA7	monster	ぼうれいむしゃ	Ghost Warrior
11:$4BB0	monster	マスターチキン	Master Chicken
11:$4BB8	monster	チキン	Chicken
11:$4BBC	monster	こぞうてんぐ	Tengu Novice
11:$4BC5	monster	ぴーたん	Peetan
11:$4BCB	monster	シューベル	Shubell
11:$4BD2	monster	とおせんりゅう	Barrier Dragon
11:$4BDA	monster	パコレプキン	Pacorepkin
11:$4BE3	monster	オヤジせんしゃ	Old Man Tank
11:$4BEC	monster	にぎりへんげ	Riceball Imp
11:$4BF5	monster	ノロージョ	Norojo
11:$4BFC	monster	ガイコツまどう	Skeleton Mage
11:$4C06	monster	ゲイズ	Gaze
11:$4C0C	monster	コドモせんしゃ	Kid Tank
11:$4C15	monster	ちょうちんふぐ	Lantern Puffer
11:$4C1E	monster	ヤミウッチー	Dark Uchi
11:$4C25	monster	ばくだんウニ	Bomb Urchin
11:$4C2E	monster	モラビー	Morabee
11:$4C34	monster	にらみヘビ	Glare Snake
11:$4C3B	monster	ねずみこぶん	Rat Minion
11:$4C44	monster	カラスてんぐ	Crow Tengu
11:$4C4C	monster	かっとびイノシシ	Dash Boar
11:$4C56	monster	かさタヌキ	Kasa Tanuki
11:$4C5C	monster	カラカイおさる	Teasing Monkey
11:$4C64	monster	チンタラ	Chintala
11:$4C69	monster	オロチ	Orochi
			
# ================================================================ MONSTERS — tier 2			
11:$4C6D	monster	あなぐらマムル	Pit Mamel
11:$4C76	monster	じごくのししゃ	Hell Envoy
11:$4C80	monster	キラーギャザー	Killer Gazer
11:$4C8A	monster	クロスボウヤー	Crossbowyer
11:$4C93	monster	ガマグッチ	Gamaguchi
11:$4C9B	monster	デブーチョ	Debucho
11:$4CA3	monster	みのせんにん	Straw Hermit
11:$4CAA	monster	ゲドロ	Gedoro
11:$4CB0	monster	みどりトド	Green Todo
11:$4CB8	monster	くねくねハニー	Wriggle Honey
11:$4CC0	monster	エーテルもどき	Ether Mimic
11:$4CC9	monster	チェインヘッド	Chain Head
11:$4CD2	monster	めまわしダイコン	Dizzy Radish
11:$4CDC	monster	きゅういんちゅう	Sucker Bug
11:$4CE5	monster	クロムアーマー	Chrome Armor
11:$4CED	monster	ミノタウロス	Minotaur
11:$4CF4	monster	いやしウサギ	Healer Rabbit
11:$4CFC	monster	はんにゃむしゃ	Hannya Warrior
11:$4D04	monster	ぼうれいむしゃ	Ghost Warrior
11:$4D0D	monster	グレートチキン	Great Chicken
11:$4D16	monster	カラスてんぐ	Crow Tengu
11:$4D1E	monster	にげピータン	Flee Peetan
11:$4D27	monster	メンベルス	Menbelus
11:$4D2E	monster	ドラゴンヘッド	Dragon Head
11:$4D39	monster	パコレプキーナ	Pacorepkina
11:$4D43	monster	ガンコせんしゃ	Stubborn Tank
11:$4D4C	monster	にぎりおやかた	Riceball Boss
11:$4D55	monster	ノロージョのあね	Norojo Sister
11:$4D5F	monster	ガイコツまじん	Skeleton Fiend
11:$4D69	monster	スーパーゲイズ	Super Gaze
11:$4D74	monster	ちびタンク	Mini Tank
11:$4D7B	monster	あんどんフグ	Lamp Puffer
11:$4D84	monster	フイウッチー	Sneak Uchi
11:$4D8B	monster	ばくだんウニ	Bomb Urchin
11:$4D94	monster	ワラビー	Warabee
11:$4D9A	monster	ギョロつきヘビ	Goggle Snake
11:$4DA4	monster	ねずみおやぶん	Rat Boss
11:$4DAE	monster	ハヤブサてんぐ	Falcon Tengu
11:$4DB8	monster	げきとつイノシシ	Ram Boar
11:$4DC2	monster	からかさタヌキ	Parasol Tanuki
11:$4DCA	monster	チャカシおさる	Mocking Monkey
11:$4DD2	monster	ちゅうチンタラ	Mid Chintala
11:$4DDA	monster	オロチ	Orochi
			
# ================================================================ MONSTERS — tier 3			
11:$4DDE	monster	どうくつマムル	Cave Mamel
11:$4DE7	monster	しにがみ	Reaper
11:$4DED	monster	ヘルギャザー	Hell Gazer
11:$4DF6	monster	ボウヤー3	Bowyer 3
11:$4DFD	monster	ガマゴン	Gamagon
11:$4E04	monster	デブートン	Debuton
11:$4E0C	monster	かすみせんにん	Haze Hermit
11:$4E14	monster	オドロ	Odoro
11:$4E19	monster	アイアントド	Iron Todo
11:$4E21	monster	くねくねハニー	Wriggle Honey
11:$4E29	monster	エーテルもどき	Ether Mimic
11:$4E32	monster	ギガヘッド	Giga Head
11:$4E3B	monster	ねむりダイコン	Sleep Radish
11:$4E44	monster	がぶのみムシ	Gulper Bug
11:$4E4D	monster	チタンアーマー	Titan Armor
11:$4E55	monster	メガタウロス	Mega Tauros
11:$4E5D	monster	いやしウサギ	Healer Rabbit
11:$4E65	monster	しょうぐん	Shogun
11:$4E6C	monster	ぼうれいむしゃ	Ghost Warrior
11:$4E75	monster	てんぐししょう	Tengu Master
11:$4E7E	monster	とびぴーたん	Flying Peetan
11:$4E87	monster	ベルトーベン	Beltoven
11:$4E90	monster	スルードラゴン	Pierce Dragon
11:$4E9A	monster	パコレプキング	Pacorepking
11:$4EA5	monster	イッテツせんしゃ	Ironclad Tank
11:$4EAE	monster	にぎりもとじめ	Riceball Lord
11:$4EB8	monster	ノロージョのはは	Norojo Mother
11:$4EC2	monster	ガイコツまおう	Skeleton King
11:$4ECB	monster	ハイパーゲイズ	Hyper Gaze
11:$4ED6	monster	ちびタンク	Mini Tank
11:$4EDD	monster	かんてらフグ	Torch Puffer
11:$4EE5	monster	ダマシウッチー	Trick Uchi
11:$4EEE	monster	ばくだんウニ	Bomb Urchin
11:$4EF7	monster	タカビー	Takabee
11:$4EFD	monster	ガンたれヘビ	Leer Snake
11:$4F06	monster	ねずみくろまく	Rat Kingpin
11:$4F0F	monster	イヌワシてんぐ	Eagle Tengu
11:$4F18	monster	かいめつイノシシ	Ruin Boar
11:$4F21	monster	たんたんタヌキ	Tantan Tanuki
11:$4F29	monster	ミクダシおさる	Scorn Monkey
11:$4F32	monster	おおチンタラ	Big Chintala
11:$4F39	monster	オロチ	Orochi
			
# ================================================================ NPCs and set dressing			
11:$4F3D	npc	とうぞくばん	Thief Guard
11:$4F46	npc	ばんけん	Guard Dog
11:$4F4C	npc	てんしゅ	Shopkeeper
11:$4F51	npc	コッパ	Koppa
11:$4F56	npc	フミのはは	Fumi's Mother
11:$4F5C	npc	フミ	Fumi
11:$4F5F	npc	ポチ	Pochi
11:$4F63	npc	むらおさ	Village Chief
11:$4F68	npc	ナギ	Nagi
11:$4F6C	npc	ニワトリ	Rooster
11:$4F71	npc	かんぬし	Shrine Priest
11:$4F76	npc	ぱしりのゴン	Gon the Gofer
11:$4F7F	npc	おかみ	Innkeeper
11:$4F83	npc	ケヤキ	Keyaki
11:$4F87	npc	だいくのマサ	Builder Masa
11:$4F8F	npc	だいくのキンジ	Builder Kinji
11:$4F99	npc	ロクロウ	Rokuro
11:$4F9E	npc	こどもマムル	Baby Mamel
11:$4FA6	npc	うらないババ	Old Seer
11:$4FAF	npc	タンモモ	Tanmomo
11:$4FB4	npc	タグラ	Tagura
11:$4FB9	npc	ヨシゾウタ	Yoshizota
11:$4FC0	npc	つぼ	Pot
